osmid,name,coordinates
694769033,Quai de Grenelle,"[(2.2861166, 48.8526443), (2.2861728, 48.8526078)]"
694769034,Rue du Docteur Finlay,"[(2.286505, 48.852911), (2.2865617, 48.8528906)]"
694769035,Quai de Grenelle,"[(2.2861166, 48.8526443), (2.2860199, 48.8525832), (2.2860043, 48.8525727), (2.2857344, 48.8523683), (2.2852122, 48.8520002), (2.2852075, 48.8519976), (2.2851421, 48.8519516), (2.2836167, 48.850868), (2.2835402, 48.8508159), (2.2824729, 48.8500621), (2.2819678, 48.8497053), (2.2816464, 48.8495149), (2.2816308, 48.8495037)]"
694769036,Quai André Citroën,"[(2.2814039, 48.8492987), (2.2813919, 48.8492851), (2.2813126, 48.849227), (2.2788612, 48.8474987), (2.2787767, 48.8474411), (2.2786859, 48.8473769), (2.2775112, 48.8465407), (2.2772414, 48.8463475), (2.2771864, 48.8463071), (2.2770195, 48.8461914), (2.2769459, 48.8461689)]"
695010588,Route des Lacs à Passy,"[(2.2630632, 48.8578986), (2.2629685, 48.8579258), (2.2628965, 48.8579329)]"
695010589,Route des Lacs à Passy,"[(2.2629752, 48.8577632), (2.263031, 48.8577473), (2.2630545, 48.8577406), (2.2630723, 48.8577224), (2.2630963, 48.8576982), (2.263374, 48.8576194), (2.263389, 48.8576028), (2.2634364, 48.8575503), (2.2634829, 48.8575378)]"
695578008,Quai Jacques Chirac,"[(2.2887053, 48.8546513), (2.2887264, 48.8547201), (2.2887516, 48.8547517), (2.2887625, 48.854764)]"
695578009,Quai de Grenelle,"[(2.2885593, 48.8544388), (2.2884949, 48.8543722), (2.2884698, 48.8543543), (2.287477, 48.8536464), (2.2871344, 48.8533777)]"
697464064,Rue Biscornet,"[(2.3695339, 48.8513569), (2.3693086, 48.8514008), (2.369275, 48.8514088)]"
697935083,Rue d'Uzès,"[(2.342809, 48.8708682), (2.3428609, 48.8708585)]"
697935084,Rue des Jeûneurs,"[(2.3427325, 48.8699171), (2.3427961, 48.8699272)]"
697935085,Rue du Croissant,"[(2.3431157, 48.8691328), (2.343178, 48.8691431)]"
697935086,Rue Saint-Joseph,"[(2.3433514, 48.8687763), (2.3432944, 48.8687702)]"
699503899,Rue Biscornet,"[(2.3698745, 48.8513326), (2.3698544, 48.8513542), (2.3698195, 48.8513666), (2.3697424, 48.8513623), (2.3697176, 48.8513609)]"
700203173,Quai André Citroën,"[(2.2787767, 48.8474411), (2.2788913, 48.8473848)]"
700203174,Avenue Émile Zola,"[(2.2780004, 48.8461723), (2.2776481, 48.8461558), (2.2776488, 48.8461463), (2.2776501, 48.8461235)]"
700203175,,"[(2.2773357, 48.8462215), (2.2773183, 48.8462005)]"
700280085,Rue Ordener,"[(2.3551589, 48.8903604), (2.3551985, 48.8903651), (2.3552283, 48.8903687), (2.3555281, 48.8903451), (2.3557856, 48.8903249)]"
700796112,Quai Jacques Chirac,"[(2.2894565, 48.8554222), (2.2891635, 48.8550005), (2.2891132, 48.8549418), (2.2890269, 48.8548693), (2.2889176, 48.8548024)]"
700801791,Avenue de Flandre,"[(2.3817076, 48.8943154), (2.381879, 48.8943178), (2.3818947, 48.8943299), (2.3822382, 48.8945931), (2.3822746, 48.8946618), (2.3823088, 48.8946875)]"
700801792,Avenue de Flandre,"[(2.3822006, 48.89477), (2.3821323, 48.8947281), (2.3815751, 48.8945134), (2.3815338, 48.8944975), (2.3814641, 48.8944376)]"
701110201,Rue de Turbigo,"[(2.3619265, 48.8668091), (2.3617593, 48.8667626), (2.3615548, 48.8667098), (2.3612867, 48.8666377), (2.3604508, 48.8664323), (2.3603856, 48.866417), (2.3603148, 48.8664002), (2.3597645, 48.8662643), (2.3582804, 48.865924), (2.3581232, 48.8658902), (2.3575588, 48.8657556), (2.3574581, 48.8657327), (2.3570889, 48.8656487), (2.356907, 48.8656071), (2.3567939, 48.8655831), (2.3564158, 48.8655028), (2.3561697, 48.8654448), (2.3558271, 48.8653707), (2.3557765, 48.8653418)]"
701119869,Quai d'Orsay,"[(2.3152512, 48.8629475), (2.3148905, 48.8629415), (2.3144677, 48.8629325), (2.3143343, 48.8629212), (2.3136869, 48.8629152), (2.313458, 48.8629139), (2.3131849, 48.8629032), (2.3125972, 48.8628975), (2.3119132, 48.8628837), (2.3117371, 48.862872), (2.3117366, 48.862872), (2.3117128, 48.8628705), (2.3115197, 48.8628594), (2.3114017, 48.8628444), (2.3110845, 48.8627796), (2.3106653, 48.8626876), (2.3106125, 48.8626853)]"
701119871,Quai Voltaire,"[(2.3334855, 48.8583496), (2.333302, 48.8583943), (2.3327081, 48.8585379)]"
701837187,Rue Guénot,"[(2.3921283, 48.8505517), (2.392197, 48.850604)]"
701883669,Carrefour des Tribunes,"[(2.2302191, 48.8613757), (2.2305405, 48.8619632)]"
701883670,Route des Tribunes,"[(2.2286724, 48.8573179), (2.228742, 48.8575932), (2.2289109, 48.8581241), (2.229044, 48.858474), (2.2292198, 48.8589089), (2.2295696, 48.859757), (2.229743, 48.8602378), (2.2298757, 48.8606581), (2.2300031, 48.8609678), (2.2301341, 48.8612204), (2.2302191, 48.8613757)]"
701954533,Rue du Temple,"[(2.3632226, 48.8674417), (2.3631401, 48.8673764), (2.3631436, 48.8673063), (2.3631133, 48.8672672), (2.3630635, 48.8672143)]"
701954534,Rue du Temple,"[(2.3630635, 48.8672143), (2.3631569, 48.8672399), (2.3634261, 48.8673141)]"
703324058,Place de la Bastille,"[(2.3694047, 48.8521204), (2.3694061, 48.8521764), (2.3693982, 48.8522115), (2.3693841, 48.8522465), (2.369339, 48.8523317), (2.3693106, 48.8523994), (2.3692912, 48.8524569), (2.3692835, 48.8525089), (2.3692856, 48.8525537), (2.3692953, 48.852603), (2.3693117, 48.852652), (2.3695501, 48.8531838), (2.3695505, 48.853225)]"
703324059,Boulevard de la Bastille,"[(2.3691186, 48.8514409), (2.3691282, 48.851475), (2.369129, 48.8515028), (2.3692345, 48.851762), (2.369301, 48.8519018), (2.3694047, 48.8521204)]"
703324061,Place de la Bastille,"[(2.3686742, 48.8530815), (2.368634, 48.8530031), (2.3685996, 48.8529654), (2.3685257, 48.8528843)]"
704521608,Rue du 29 Juillet,"[(2.3301395, 48.8644367), (2.3301079, 48.8643906), (2.3300752, 48.8643427)]"
704521609,Rue d'Alger,"[(2.329329, 48.8646999), (2.3292942, 48.8646533), (2.329259, 48.8646061)]"
704521611,Rue Rouget de Lisle,"[(2.3260017, 48.8657142), (2.325968, 48.8656689)]"
704521612,Rue Cambon,"[(2.3249844, 48.865986), (2.3250212, 48.86603), (2.3250682, 48.8660804)]"
704521613,Rue de Mondovi,"[(2.3241327, 48.8662607), (2.3241619, 48.866311), (2.3241906, 48.8663538)]"
704873347,Avenue des Champs-Élysées,"[(2.318469, 48.8661938), (2.3184773, 48.8661859), (2.3184998, 48.8661169), (2.3188853, 48.8659912)]"
704873348,Place de la Concorde,"[(2.320601, 48.8659029), (2.3204692, 48.8659115), (2.3201915, 48.8659721), (2.3201703, 48.8659794), (2.3201333, 48.8659922)]"
704899450,Avenue des Champs-Élysées,"[(2.3103916, 48.8687741), (2.3104443, 48.8687574), (2.31213, 48.8682233), (2.3122903, 48.868172), (2.3133315, 48.867842), (2.3139768, 48.8676308), (2.3144786, 48.8674748), (2.314828, 48.8673563), (2.3159987, 48.8669826), (2.31621, 48.8669151), (2.3162689, 48.8668963), (2.318469, 48.8661938)]"
704899451,Avenue des Champs-Élysées,"[(2.30983, 48.8692006), (2.3097616, 48.8691002), (2.309687, 48.8689962)]"
704899452,Avenue des Champs-Élysées,"[(2.3103916, 48.8687741), (2.3104637, 48.8688673), (2.3105438, 48.8689708)]"
704988805,Rue Saint-Roch,"[(2.3313042, 48.8639427), (2.3313399, 48.863996)]"
704988806,Place de la Concorde,"[(2.3234615, 48.8663487), (2.3234686, 48.8663826)]"
705228945,Boulevard de la Chapelle,"[(2.3641789, 48.8845448), (2.3633977, 48.8845497)]"
705228946,Rue d'Aubervilliers,"[(2.3647614, 48.8845125), (2.3646721, 48.8844728), (2.3645982, 48.8844371)]"
705479380,Quai Valéry Giscard d'Estaing,"[(2.3293611, 48.8595824), (2.3281438, 48.8599608), (2.3279315, 48.8600258), (2.3278617, 48.8600462)]"
705479381,Quai Anatole France,"[(2.3242285, 48.8611613), (2.3240094, 48.8612139), (2.3232557, 48.8614239), (2.3220254, 48.8617938), (2.3203562, 48.8622983), (2.3200751, 48.8623882), (2.3198767, 48.8624573)]"
705481320,Quai Saint-Bernard,"[(2.3642833, 48.8447981), (2.3641598, 48.8448393)]"
705837461,Boulevard Voltaire,"[(2.389215, 48.8524646), (2.388916, 48.8526387), (2.3887311, 48.8527594), (2.3885246, 48.8528725), (2.388401, 48.8529461)]"
705837462,Boulevard Voltaire,"[(2.3925634, 48.8504694), (2.3924015, 48.8505618), (2.3922589, 48.850651), (2.3919541, 48.8508329), (2.391655, 48.8510114), (2.3912203, 48.8512707), (2.3908023, 48.8515201), (2.3906959, 48.8515809), (2.390683, 48.851588), (2.390561, 48.8516641), (2.3904706, 48.851718), (2.3902857, 48.8518283), (2.3898983, 48.8520595), (2.3898108, 48.8521104), (2.3896939, 48.8521785), (2.389388, 48.8523639), (2.3893227, 48.8524019), (2.389215, 48.8524646)]"
705987669,,"[(2.3417008, 48.8198842), (2.3416825, 48.8198866), (2.3416299, 48.8198935), (2.3415662, 48.8199019), (2.3415519, 48.8199038)]"
705987670,Boulevard Jourdan,"[(2.3427841, 48.8197332), (2.3427687, 48.8197343), (2.3427611, 48.8197334), (2.3427346, 48.8197259), (2.3427181, 48.8197233), (2.3426993, 48.8197238), (2.341763, 48.8198375), (2.3417442, 48.8198436), (2.3417244, 48.8198552), (2.3417113, 48.8198696), (2.3417008, 48.8198842)]"
709166649,Rue Jean Tison,"[(2.3411956, 48.86079), (2.3411721, 48.8607543)]"
709169046,Place de la Bastille,"[(2.3691731, 48.8537838), (2.3691651, 48.8537189), (2.3691737, 48.8537024), (2.3691816, 48.8536927), (2.369192, 48.8536857), (2.3692066, 48.8536783), (2.3692247, 48.8536729), (2.369271, 48.8536641)]"
709169047,Place de la Bastille,"[(2.369351, 48.8534146), (2.3693972, 48.8535262), (2.3694413, 48.8536351)]"
709193786,Quai de Conti,"[(2.338093, 48.8574614), (2.3381221, 48.857526)]"
709193787,Impasse de Conti,"[(2.3386713, 48.8572116), (2.338618, 48.8571626)]"
709193788,Rue Guénégaud,"[(2.3399774, 48.8564593), (2.3399176, 48.8564302)]"
709194493,,"[(2.343185, 48.8542965), (2.3432267, 48.8543369)]"
709194494,Rue Séguier,"[(2.3425388, 48.8546205), (2.3425765, 48.8546595)]"
709224341,Rue de Rivoli,"[(2.3323395, 48.8636087), (2.3337304, 48.8631524), (2.333831, 48.8631201), (2.3338398, 48.8631173), (2.334948, 48.8627639), (2.3350575, 48.8627303), (2.3351549, 48.8627002), (2.3352273, 48.8626779), (2.3353371, 48.8626441), (2.3354479, 48.8626091), (2.3356747, 48.8625405), (2.3358465, 48.8624894), (2.3361947, 48.8623825), (2.3365739, 48.8622626), (2.3369658, 48.8621351), (2.3370393, 48.8621115), (2.3387776, 48.8615519), (2.3389322, 48.8614927), (2.3390988, 48.8614288), (2.3391632, 48.8614087)]"
709224342,Rue de Marengo,"[(2.3390988, 48.8614288), (2.3391165, 48.8614667)]"
709224343,Rue de l'Oratoire,"[(2.3398124, 48.8612442), (2.3397703, 48.8612099)]"
709258296,Avenue de France,"[(2.3799858, 48.8270906), (2.3807031, 48.826343), (2.3807628, 48.8262808)]"
709258297,Avenue de France,"[(2.3807628, 48.8262808), (2.3807568, 48.8262028)]"
709382823,Rue de Lyon,"[(2.3706503, 48.8495867), (2.3707928, 48.8492567), (2.3708062, 48.8492399), (2.3708928, 48.8491498)]"
711711121,,"[(2.4648809, 48.8340419), (2.4647268, 48.8331787), (2.4646202, 48.8323809), (2.4645855, 48.8315672), (2.4645618, 48.831493), (2.4644817, 48.8313852), (2.4643935, 48.831282)]"
712634796,Rue de Lagny,"[(2.411243, 48.8490631), (2.4111233, 48.8490745), (2.4110864, 48.849078), (2.4094825, 48.8490415), (2.4094258, 48.849025)]"
714583369,Quai de l'Oise,"[(2.3822031, 48.8899881), (2.3822434, 48.8900159), (2.3822779, 48.8900401), (2.3830311, 48.8904142), (2.3831745, 48.8904866), (2.3837713, 48.8907819), (2.3839071, 48.8908494), (2.3849039, 48.8913434), (2.3850189, 48.8914008), (2.3850219, 48.8914023), (2.3852917, 48.8915371), (2.3853544, 48.8915825), (2.3853774, 48.8916386), (2.3853764, 48.8916893), (2.3853394, 48.8918002), (2.3853218, 48.8918861), (2.3853202, 48.8919952), (2.3853427, 48.8921008), (2.3854, 48.8922053), (2.3854741, 48.8923171)]"
715776012,Boulevard de la Chapelle,"[(2.3556894, 48.8840364), (2.356024, 48.8840581), (2.3561669, 48.8840668), (2.3564637, 48.8840914)]"
715776013,Boulevard de la Chapelle,"[(2.3564637, 48.8840914), (2.3575701, 48.8841658), (2.358305, 48.8842282), (2.3583933, 48.884229), (2.3585271, 48.8842219)]"
717287139,Avenue des Champs-Élysées,"[(2.2969728, 48.8730503), (2.2970116, 48.8730379), (2.2973611, 48.8729265), (2.2986424, 48.8725181)]"
717288280,Rue de Tilsitt,"[(2.2971123, 48.8732352), (2.2971609, 48.8733096), (2.2972028, 48.8734032), (2.2972208, 48.8734432), (2.297253, 48.8735588), (2.2972704, 48.8736746), (2.2972741, 48.8737947), (2.2972651, 48.8738685), (2.2972436, 48.8739714), (2.2972242, 48.8740726), (2.2972202, 48.8741072), (2.2971813, 48.87423), (2.2971072, 48.8743531), (2.2970535, 48.8744307), (2.2970391, 48.8744461), (2.2969704, 48.8745196), (2.2969309, 48.8745654), (2.2968286, 48.8746656), (2.2968, 48.8746884), (2.2967223, 48.8747538), (2.2966016, 48.8748437), (2.2964524, 48.8749293), (2.2963303, 48.874993), (2.2962204, 48.8750415), (2.2961918, 48.8750503), (2.2960675, 48.8750887), (2.2960024, 48.8751081)]"
718431605,Rue La Fayette,"[(2.3515952, 48.8779303), (2.351502, 48.877892), (2.3512325, 48.8778169), (2.3511575, 48.8777985), (2.3511194, 48.8777892), (2.3506082, 48.8776549), (2.3498492, 48.8774578), (2.3495059, 48.8773686), (2.3491258, 48.877268), (2.3490017, 48.8772351)]"
719271346,Boulevard Vincent Auriol,"[(2.3579145, 48.8317296), (2.3579432, 48.8316928)]"
719271347,Boulevard Vincent Auriol,"[(2.3713211, 48.8364008), (2.3711447, 48.8363053), (2.371013, 48.8362403), (2.3709809, 48.8362243), (2.3704457, 48.8359807), (2.3698134, 48.835695), (2.3692379, 48.8355086), (2.3689608, 48.8354112), (2.36886, 48.8353777), (2.3679821, 48.8350786), (2.3672095, 48.8348241), (2.3671628, 48.8348087), (2.3670403, 48.8347684)]"
719271348,Boulevard Vincent Auriol,"[(2.3672095, 48.8348241), (2.3672307, 48.8347993)]"
719271349,Boulevard Vincent Auriol,"[(2.3704457, 48.8359807), (2.370472, 48.8359516)]"
719271350,Boulevard Vincent Auriol,"[(2.3692379, 48.8355086), (2.3692631, 48.8354776)]"
719271351,Boulevard Vincent Auriol,"[(2.3688832, 48.835349), (2.36886, 48.8353777)]"
720199212,Allée de Longchamp,"[(2.2712369, 48.8748246), (2.2712735, 48.8748457), (2.2712949, 48.8748726), (2.2713197, 48.8748984), (2.2713372, 48.874909), (2.2713838, 48.8749275), (2.2741124, 48.8759102), (2.2748797, 48.8761873), (2.2749836, 48.8762259), (2.2752825, 48.8763343), (2.2753653, 48.8763639)]"
720199213,,"[(2.2710733, 48.8747707), (2.2711578, 48.8747968), (2.2712369, 48.8748246)]"
720340020,,"[(2.2791335, 48.8326906), (2.2790769, 48.8326343)]"
720340021,,"[(2.2788627, 48.8327094), (2.2789126, 48.8327717)]"
720574295,Rue du Faubourg Saint-Martin,"[(2.3622983, 48.8791424), (2.3622307, 48.8790354), (2.3621175, 48.8788564), (2.3620575, 48.8787614), (2.3620443, 48.8787375), (2.3619099, 48.8785092), (2.3615943, 48.8779732), (2.3615294, 48.8778608)]"
720574542,,"[(2.3620575, 48.8787614), (2.3621035, 48.878744), (2.362142, 48.8787262), (2.3622332, 48.8786882)]"
721107727,Rue de la Porte d'Issy,"[(2.2836982, 48.8341961), (2.2810216, 48.8323736), (2.2808647, 48.8322761), (2.2807953, 48.8322401), (2.2807493, 48.8322131)]"
721559604,Boulevard de Strasbourg,"[(2.3551456, 48.8710817), (2.3551641, 48.8711137), (2.3552125, 48.8711975), (2.3552159, 48.8712031), (2.3555206, 48.871741), (2.3557869, 48.872232), (2.3558254, 48.8723031), (2.3558713, 48.872384), (2.3564172, 48.8733454), (2.3564399, 48.8733854), (2.3566638, 48.8737797), (2.3566968, 48.8738379)]"
721562491,Rue de Beaune,"[(2.3302463, 48.8593206), (2.330205, 48.8592549)]"
721562492,Quai d'Orsay,"[(2.3189791, 48.862742), (2.3189529, 48.8627442), (2.3189287, 48.8627474), (2.3189057, 48.8627442), (2.3188504, 48.8627511), (2.3183122, 48.8629256), (2.3181872, 48.8629615), (2.3181, 48.8629789), (2.3179375, 48.8629968), (2.3177779, 48.8630011), (2.316802, 48.8629764), (2.3152512, 48.8629475)]"
721562493,Rue Robert Esnault-Pelterie,"[(2.315238, 48.862766), (2.3152311, 48.8626891), (2.3150448, 48.8610866)]"
721562494,Rue Aristide Briand,"[(2.3198767, 48.8624573), (2.3198333, 48.8623996)]"
721762819,Rue de la Poterne des Peupliers,"[(2.3525691, 48.8207793), (2.3525199, 48.8207215), (2.3525153, 48.820676), (2.3527216, 48.8202997), (2.3527506, 48.8202641), (2.3528455, 48.8202251)]"
722176955,Rue Notre-Dame-de-Nazareth,"[(2.3535365, 48.8681995), (2.3536226, 48.8681806)]"
722462182,Villa Poirier,"[(2.304625, 48.8431529), (2.3046007, 48.8431921)]"
722462183,Rue Jean Daudin,"[(2.308224, 48.8442071), (2.3081976, 48.8442425)]"
722462184,Rue François Bonvin,"[(2.3065547, 48.8437355), (2.3065428, 48.8437592)]"
722462185,Rue Lecourbe,"[(2.3096532, 48.844632), (2.30974, 48.8446588), (2.3103845, 48.8448582), (2.3104697, 48.8448849), (2.3105131, 48.8449151), (2.3105872, 48.8449366), (2.3106129, 48.844944)]"
722465630,Boulevard Vincent Auriol,"[(2.3669013, 48.8347215), (2.3668748, 48.8347131), (2.3657285, 48.834325), (2.3649321, 48.8340679), (2.3647549, 48.83401)]"
722465631,,"[(2.3698134, 48.835695), (2.3698368, 48.8356684)]"
722570200,Rue Salomon de Caus,"[(2.3532319, 48.867649), (2.353318, 48.8676266)]"
722987898,Rue du 8 Mai 1945,"[(2.35948, 48.8760237), (2.3593862, 48.876038), (2.3588325, 48.8761299), (2.3585038, 48.8761843), (2.3584718, 48.8761895), (2.35846, 48.8761813), (2.3584198, 48.8761542), (2.3583979, 48.8761347)]"
722987899,Rue du 8 Mai 1945,"[(2.3601587, 48.8759218), (2.360071, 48.8759245), (2.3600054, 48.8759294), (2.3595264, 48.8760147)]"
722989222,Rue de Chabrol,"[(2.3559177, 48.8766264), (2.3558775, 48.876615), (2.3558395, 48.8766028), (2.3557297, 48.8765628), (2.3556994, 48.8765514), (2.355678, 48.8765094)]"
722989569,Boulevard de Magenta,"[(2.355954, 48.876593), (2.3559177, 48.8766264)]"
722989570,Boulevard de Magenta,"[(2.3568494, 48.87557), (2.3567437, 48.8756847), (2.3567331, 48.8756969), (2.3562012, 48.8763024), (2.3561935, 48.8763229), (2.3561771, 48.8763686)]"
722993463,,"[(2.3522815, 48.8697507), (2.3522746, 48.8697207), (2.3522718, 48.8697085), (2.3522644, 48.8696764), (2.3522624, 48.8696677), (2.35226, 48.8696572)]"
723070816,Rue du 8 Mai 1945,"[(2.3584718, 48.8761895), (2.3584213, 48.8761952), (2.358297, 48.876159)]"
723702726,Quai Jacques Chirac,"[(2.2927817, 48.8588654), (2.2935333, 48.8593852)]"
723702727,Quai Jacques Chirac,"[(2.2894565, 48.8554222), (2.2897026, 48.8559265), (2.2898018, 48.8561957), (2.2898743, 48.8563889), (2.2899326, 48.8565257), (2.2899876, 48.8566174), (2.2900426, 48.8567101), (2.2900888, 48.8567705), (2.290174, 48.8568751), (2.290235, 48.8569505), (2.2903785, 48.8571019), (2.2904932, 48.8572073), (2.2906112, 48.8573052), (2.2908322, 48.857455), (2.2909269, 48.8575303), (2.2910987, 48.8576626), (2.2912831, 48.8578047), (2.2916499, 48.8580799), (2.2927817, 48.8588654)]"
723702728,Quai Branly,"[(2.2975754, 48.8617566), (2.2977264, 48.8618068), (2.2979906, 48.8618915), (2.2983621, 48.8619965), (2.2986624, 48.862072), (2.2989242, 48.8621342), (2.2992298, 48.8621995), (2.2995892, 48.8622683), (2.2999527, 48.8623186), (2.3004784, 48.8623768), (2.3008713, 48.8624121)]"
724081035,Place de la Concorde,"[(2.3198382, 48.8660075), (2.3197675, 48.8659118), (2.3196848, 48.8657998)]"
724081037,Tunnel Concorde,"[(2.3216096, 48.8637282), (2.3213339, 48.8638294), (2.3210751, 48.8639336), (2.3207199, 48.8640818)]"
724081038,Tunnel Concorde,"[(2.3190837, 48.8651779), (2.319109, 48.8652794), (2.3191935, 48.865417), (2.3192612, 48.865511), (2.3192994, 48.8655899), (2.3193128, 48.8656327), (2.3193209, 48.8657126), (2.3193172, 48.8657452), (2.3193062, 48.8657893), (2.3192912, 48.8658264), (2.3192681, 48.8658678)]"
724081039,Tunnel Concorde,"[(2.3207199, 48.8640818), (2.3203428, 48.8642275), (2.320104, 48.8643271), (2.3199116, 48.8644078), (2.3197567, 48.8644766), (2.3194966, 48.8646062), (2.3193343, 48.8647112), (2.3192431, 48.864803), (2.3191801, 48.8648815), (2.3191372, 48.8649706), (2.3191116, 48.8650465), (2.3190989, 48.8650928), (2.3190915, 48.8651352), (2.3190837, 48.8651779)]"
724237272,Quai André Citroën,"[(2.2768323, 48.8460668), (2.27681, 48.8460472), (2.2767039, 48.8459529), (2.2766, 48.8458535), (2.2762835, 48.8455005), (2.2761481, 48.8453637), (2.2758932, 48.8450827), (2.2758765, 48.8450264)]"
724797503,Avenue des Champs-Élysées,"[(2.30983, 48.8692006), (2.3097832, 48.8692157), (2.3093046, 48.8693701)]"
725036918,Quai de Conti,"[(2.3362748, 48.8579408), (2.3362275, 48.8578754)]"
725117771,Boulevard Barbès,"[(2.3496042, 48.8915753), (2.3494897, 48.8914696), (2.3494887, 48.8913748), (2.3494807, 48.8906057), (2.3494795, 48.8904978), (2.3494787, 48.8904035), (2.3494728, 48.8898317), (2.3494718, 48.8897301), (2.3494659, 48.8894386), (2.3494653, 48.8893783), (2.3494594, 48.8884579), (2.3494593, 48.888358), (2.3494579, 48.8882849), (2.3494488, 48.8876793), (2.3495024, 48.8876264), (2.3495591, 48.8875788)]"
725773377,Rue de l'Échelle,"[(2.3338055, 48.8632561), (2.3337726, 48.8632106), (2.3337304, 48.8631524)]"
725773378,Place du Palais Royal,"[(2.3362656, 48.8624677), (2.3362139, 48.8624136), (2.3361947, 48.8623825)]"
725773379,Place du Palais Royal,"[(2.3370158, 48.8622195), (2.3369827, 48.8621629), (2.3369658, 48.8621351)]"
